date,age_group,n_inpatient,n_ed,n_outpatient,pm25,no2,so2,dow,month,year,is_holiday,date_resolution
2022-01-01,0-17,28,139,196,8.283999920000001,17.665277666666668,0.11354191666666665,5,1,2022,1,daily
2022-01-01,18-44,58,322,509,8.283999920000001,17.665277666666668,0.11354191666666665,5,1,2022,1,daily
2022-01-01,45-64,115,317,592,8.283999920000001,17.665277666666668,0.11354191666666665,5,1,2022,1,daily
2022-01-01,65-74,92,194,386,8.283999920000001,17.665277666666668,0.11354191666666665,5,1,2022,1,daily
2022-01-01,75+,88,169,304,8.283999920000001,17.665277666666668,0.11354191666666665,5,1,2022,1,daily
2022-01-02,0-17,28,119,196,5.678095161904762,13.831944666666667,0.21666658333333333,6,1,2022,0,daily
2022-01-02,18-44,52,319,463,5.678095161904762,13.831944666666667,0.21666658333333333,6,1,2022,0,daily
2022-01-02,45-64,106,292,554,5.678095161904762,13.831944666666667,0.21666658333333333,6,1,2022,0,daily
2022-01-02,65-74,77,210,383,5.678095161904762,13.831944666666667,0.21666658333333333,6,1,2022,0,daily
2022-01-02,75+,107,173,265,5.678095161904762,13.831944666666667,0.21666658333333333,6,1,2022,0,daily
2022-01-03,0-17,33,148,217,3.53799992,11.087499999999999,0.3946236129032258,0,1,2022,0,daily
2022-01-03,18-44,78,396,583,3.53799992,11.087499999999999,0.3946236129032258,0,1,2022,0,daily
2022-01-03,45-64,147,389,692,3.53799992,11.087499999999999,0.3946236129032258,0,1,2022,0,daily
2022-01-03,65-74,109,244,496,3.53799992,11.087499999999999,0.3946236129032258,0,1,2022,0,daily
2022-01-03,75+,140,203,367,3.53799992,11.087499999999999,0.3946236129032258,0,1,2022,0,daily
2022-01-04,0-17,22,160,239,5.72700008,24.195294105882354,0.6260419166666666,1,1,2022,0,daily
2022-01-04,18-44,64,392,608,5.72700008,24.195294105882354,0.6260419166666666,1,1,2022,0,daily
2022-01-04,45-64,144,371,772,5.72700008,24.195294105882354,0.6260419166666666,1,1,2022,0,daily
2022-01-04,65-74,96,248,503,5.72700008,24.195294105882354,0.6260419166666666,1,1,2022,0,daily
2022-01-04,75+,164,231,379,5.72700008,24.195294105882354,0.6260419166666666,1,1,2022,0,daily
2022-01-05,0-17,26,176,229,8.996296222222222,29.633333500000003,0.44375000000000003,2,1,2022,0,daily
2022-01-05,18-44,79,411,566,8.996296222222222,29.633333500000003,0.44375000000000003,2,1,2022,0,daily
2022-01-05,45-64,149,363,724,8.996296222222222,29.633333500000003,0.44375000000000003,2,1,2022,0,daily
2022-01-05,65-74,106,256,463,8.996296222222222,29.633333500000003,0.44375000000000003,2,1,2022,0,daily
2022-01-05,75+,129,185,347,8.996296222222222,29.633333500000003,0.44375000000000003,2,1,2022,0,daily
2022-01-06,0-17,30,173,227,12.624000160000001,18.760638021276595,0.48681319780219784,3,1,2022,0,daily
2022-01-06,18-44,71,370,577,12.624000160000001,18.760638021276595,0.48681319780219784,3,1,2022,0,daily
2022-01-06,45-64,140,394,729,12.624000160000001,18.760638021276595,0.48681319780219784,3,1,2022,0,daily
2022-01-06,65-74,100,246,484,12.624000160000001,18.760638021276595,0.48681319780219784,3,1,2022,0,daily
2022-01-06,75+,137,215,324,12.624000160000001,18.760638021276595,0.48681319780219784,3,1,2022,0,daily
2022-01-07,0-17,27,166,227,8.417,12.275531723404255,0.49642869047619054,4,1,2022,0,daily
2022-01-07,18-44,79,342,571,8.417,12.275531723404255,0.49642869047619054,4,1,2022,0,daily
2022-01-07,45-64,140,344,690,8.417,12.275531723404255,0.49642869047619054,4,1,2022,0,daily
2022-01-07,65-74,100,238,463,8.417,12.275531723404255,0.49642869047619054,4,1,2022,0,daily
2022-01-07,75+,122,198,349,8.417,12.275531723404255,0.49642869047619054,4,1,2022,0,daily
2022-01-08,0-17,24,143,192,5.865094566037737,17.70000025,0.6333333333333334,5,1,2022,0,daily
2022-01-08,18-44,76,276,487,5.865094566037737,17.70000025,0.6333333333333334,5,1,2022,0,daily
2022-01-08,45-64,114,321,544,5.865094566037737,17.70000025,0.6333333333333334,5,1,2022,0,daily
2022-01-08,65-74,84,188,413,5.865094566037737,17.70000025,0.6333333333333334,5,1,2022,0,daily
2022-01-08,75+,108,168,285,5.865094566037737,17.70000025,0.6333333333333334,5,1,2022,0,daily
2022-01-09,0-17,27,135,171,10.416000079999998,18.173958,0.4333334166666667,6,1,2022,0,daily
2022-01-09,18-44,58,327,455,10.416000079999998,18.173958,0.4333334166666667,6,1,2022,0,daily
2022-01-09,45-64,122,310,539,10.416000079999998,18.173958,0.4333334166666667,6,1,2022,0,daily
2022-01-09,65-74,75,194,394,10.416000079999998,18.173958,0.4333334166666667,6,1,2022,0,daily
2022-01-09,75+,128,177,282,10.416000079999998,18.173958,0.4333334166666667,6,1,2022,0,daily
2022-01-10,0-17,33,166,221,6.2781250625,12.041304086956522,0.6076921318681319,0,1,2022,0,daily
2022-01-10,18-44,72,426,624,6.2781250625,12.041304086956522,0.6076921318681319,0,1,2022,0,daily
2022-01-10,45-64,135,357,698,6.2781250625,12.041304086956522,0.6076921318681319,0,1,2022,0,daily
2022-01-10,65-74,105,262,477,6.2781250625,12.041304086956522,0.6076921318681319,0,1,2022,0,daily
2022-01-10,75+,138,213,332,6.2781250625,12.041304086956522,0.6076921318681319,0,1,2022,0,daily
2022-01-11,0-17,34,166,235,5.474766429906542,15.135483838709675,0.9145832499999998,1,1,2022,0,daily
2022-01-11,18-44,65,378,540,5.474766429906542,15.135483838709675,0.9145832499999998,1,1,2022,0,daily
2022-01-11,45-64,139,368,743,5.474766429906542,15.135483838709675,0.9145832499999998,1,1,2022,0,daily
2022-01-11,65-74,107,245,466,5.474766429906542,15.135483838709675,0.9145832499999998,1,1,2022,0,daily
2022-01-11,75+,115,217,356,5.474766429906542,15.135483838709675,0.9145832499999998,1,1,2022,0,daily
2022-01-12,0-17,28,164,270,10.316999840000001,27.33229175,1.4747252527472527,2,1,2022,0,daily
2022-01-12,18-44,75,383,565,10.316999840000001,27.33229175,1.4747252527472527,2,1,2022,0,daily
2022-01-12,45-64,108,338,740,10.316999840000001,27.33229175,1.4747252527472527,2,1,2022,0,daily
2022-01-12,65-74,94,228,463,10.316999840000001,27.33229175,1.4747252527472527,2,1,2022,0,daily
2022-01-12,75+,133,208,383,10.316999840000001,27.33229175,1.4747252527472527,2,1,2022,0,daily
2022-01-13,0-17,22,176,244,20.586734857142858,42.21847834782609,1.5343747499999996,3,1,2022,0,daily
2022-01-13,18-44,75,381,579,20.586734857142858,42.21847834782609,1.5343747499999996,3,1,2022,0,daily
2022-01-13,45-64,137,359,699,20.586734857142858,42.21847834782609,1.5343747499999996,3,1,2022,0,daily
2022-01-13,65-74,99,240,452,20.586734857142858,42.21847834782609,1.5343747499999996,3,1,2022,0,daily
2022-01-13,75+,134,200,332,20.586734857142858,42.21847834782609,1.5343747499999996,3,1,2022,0,daily
2022-01-14,0-17,25,147,224,12.777358490566039,18.1375,1.007608739130435,4,1,2022,0,daily
2022-01-14,18-44,63,366,583,12.777358490566039,18.1375,1.007608739130435,4,1,2022,0,daily
2022-01-14,45-64,113,350,673,12.777358490566039,18.1375,1.007608739130435,4,1,2022,0,daily
2022-01-14,65-74,107,247,453,12.777358490566039,18.1375,1.007608739130435,4,1,2022,0,daily
2022-01-14,75+,97,183,347,12.777358490566039,18.1375,1.007608739130435,4,1,2022,0,daily
2022-01-15,0-17,23,119,197,6.061,12.95833325,0.92708325,5,1,2022,0,daily
2022-01-15,18-44,56,315,479,6.061,12.95833325,0.92708325,5,1,2022,0,daily
2022-01-15,45-64,121,311,645,6.061,12.95833325,0.92708325,5,1,2022,0,daily
2022-01-15,65-74,77,188,411,6.061,12.95833325,0.92708325,5,1,2022,0,daily
2022-01-15,75+,121,156,279,6.061,12.95833325,0.92708325,5,1,2022,0,daily
2022-01-16,0-17,16,114,218,7.75899992,15.75,0.9333333333333335,6,1,2022,0,daily
2022-01-16,18-44,62,312,427,7.75899992,15.75,0.9333333333333335,6,1,2022,0,daily
2022-01-16,45-64,116,285,564,7.75899992,15.75,0.9333333333333335,6,1,2022,0,daily
2022-01-16,65-74,89,195,389,7.75899992,15.75,0.9333333333333335,6,1,2022,0,daily
2022-01-16,75+,88,180,302,7.75899992,15.75,0.9333333333333335,6,1,2022,0,daily
2022-01-17,0-17,24,182,230,5.780555481481481,11.176041499999998,0.21875,0,1,2022,1,daily
2022-01-17,18-44,61,383,632,5.780555481481481,11.176041499999998,0.21875,0,1,2022,1,daily
2022-01-17,45-64,143,364,746,5.780555481481481,11.176041499999998,0.21875,0,1,2022,1,daily
2022-01-17,65-74,110,260,463,5.780555481481481,11.176041499999998,0.21875,0,1,2022,1,daily
2022-01-17,75+,138,220,340,5.780555481481481,11.176041499999998,0.21875,0,1,2022,1,daily
2022-01-18,0-17,28,171,270,4.239,13.09374975,0.36818177272727276,1,1,2022,0,daily
2022-01-18,18-44,72,383,626,4.239,13.09374975,0.36818177272727276,1,1,2022,0,daily
2022-01-18,45-64,134,370,716,4.239,13.09374975,0.36818177272727276,1,1,2022,0,daily
2022-01-18,65-74,115,281,473,4.239,13.09374975,0.36818177272727276,1,1,2022,0,daily
2022-01-18,75+,125,221,366,4.239,13.09374975,0.36818177272727276,1,1,2022,0,daily
2022-01-19,0-17,31,173,210,9.873,25.7449435505618,0.534375,2,1,2022,0,daily
2022-01-19,18-44,61,371,595,9.873,25.7449435505618,0.534375,2,1,2022,0,daily
2022-01-19,45-64,122,338,716,9.873,25.7449435505618,0.534375,2,1,2022,0,daily
2022-01-19,65-74,117,233,484,9.873,25.7449435505618,0.534375,2,1,2022,0,daily
2022-01-19,75+,124,239,338,9.873,25.7449435505618,0.534375,2,1,2022,0,daily
2022-01-20,0-17,26,163,247,8.559433962264151,19.1864585,0.6583333333333333,3,1,2022,0,daily
2022-01-20,18-44,61,383,614,8.559433962264151,19.1864585,0.6583333333333333,3,1,2022,0,daily
2022-01-20,45-64,141,371,731,8.559433962264151,19.1864585,0.6583333333333333,3,1,2022,0,daily
2022-01-20,65-74,109,253,472,8.559433962264151,19.1864585,0.6583333333333333,3,1,2022,0,daily
2022-01-20,75+,120,198,344,8.559433962264151,19.1864585,0.6583333333333333,3,1,2022,0,daily
2022-01-21,0-17,30,157,213,5.35600008,13.629411658823532,0.8131867582417582,4,1,2022,0,daily
2022-01-21,18-44,68,342,581,5.35600008,13.629411658823532,0.8131867582417582,4,1,2022,0,daily
2022-01-21,45-64,122,363,668,5.35600008,13.629411658823532,0.8131867582417582,4,1,2022,0,daily
2022-01-21,65-74,92,226,476,5.35600008,13.629411658823532,0.8131867582417582,4,1,2022,0,daily
2022-01-21,75+,142,183,351,5.35600008,13.629411658823532,0.8131867582417582,4,1,2022,0,daily
2022-01-22,0-17,19,151,203,7.3159997599999995,22.281428657142857,0.8062499166666667,5,1,2022,0,daily
2022-01-22,18-44,72,321,443,7.3159997599999995,22.281428657142857,0.8062499166666667,5,1,2022,0,daily
2022-01-22,45-64,123,294,618,7.3159997599999995,22.281428657142857,0.8062499166666667,5,1,2022,0,daily
2022-01-22,65-74,70,219,401,7.3159997599999995,22.281428657142857,0.8062499166666667,5,1,2022,0,daily
2022-01-22,75+,128,170,293,7.3159997599999995,22.281428657142857,0.8062499166666667,5,1,2022,0,daily
2022-01-23,0-17,26,126,182,14.471296444444443,20.500000000000004,1.2739581666666666,6,1,2022,0,daily
